tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-2205,Noumea,Hard,32,C,20241230,1,TF58,,,Yusuke Takahashi,R,170.0,JPN,27.203,ME82,1.0,,Adrian Mannarino,L,180.0,FRA,36.504,6-3 6-0,3,R32,68.0,2.0,1.0,48.0,32.0,23.0,11.0,8.0,1.0,1.0,0.0,4.0,53.0,35.0,17.0,8.0,7.0,7.0,11.0,530.0,71.0,70.0,810.0
2025-2205,Noumea,Hard,32,C,20241230,2,F724,2.0,,Marton Fucsovics,R,188.0,HUN,32.893,CL84,,,Francisco Cabral,R,191.0,POR,27.975,6-2 6-3,3,R32,65.0,3.0,2.0,46.0,24.0,21.0,14.0,8.0,3.0,3.0,2.0,4.0,55.0,30.0,19.0,10.0,9.0,4.0,8.0,50.0,1009.0,1472.0,2.0
2025-2205,Noumea,Hard,32,C,20241230,3,I0B0,,,Andre Ilagan,L,173.0,USA,,D0C1,3.0,,Jesper De Jong,R,180.0,NED,24.583,6-4 7-6(5),3,R32,98.0,4.0,0.0,76.0,57.0,42.0,11.0,11.0,5.0,6.0,10.0,3.0,61.0,32.0,25.0,17.0,11.0,0.0,2.0,346.0,142.0,88.0,673.0
2025-2205,Noumea,Hard,32,C,20241230,4,VA25,4.0,,Valentin Vacherot,R,193.0,MON,26.122,H0BA,,,Shinji Hazawa,R,175.0,JPN,,6-3 6-4,3,R32,81.0,11.0,2.0,64.0,43.0,32.0,12.0,10.0,3.0,4.0,2.0,2.0,51.0,36.0,24.0,5.0,9.0,1.0,4.0,27.0,1611.0,1079.0,11.0
2025-2205,Noumea,Hard,32,C,20241230,5,B0EK,,,Moerani Bouzige,R,180.0,AUS,,M0K4,5.0,,Elmer Moller,R,183.0,DEN,21.478,4-6 6-3 6-3,3,R32,123.0,2.0,4.0,88.0,61.0,39.0,13.0,14.0,5.0,9.0,6.0,7.0,103.0,63.0,39.0,17.0,14.0,10.0,16.0,464.0,95.0,120.0,509.0
2025-2205,Noumea,Hard,32,C,20241230,6,R09X,6.0,,Jurij Rodionov,L,191.0,AUT,25.626,B0NU,,,Blake Bayldon,L,183.0,AUS,,6-4 6-2,3,R32,68.0,7.0,2.0,51.0,33.0,27.0,11.0,9.0,1.0,1.0,3.0,2.0,57.0,33.0,22.0,9.0,9.0,2.0,5.0,170.0,350.0,1613.0,2.0
2025-2205,Noumea,Hard,32,C,20241230,7,BO10,7.0,,Gijs Brouwer,L,191.0,NED,28.797,TA46,,,Bernard Tomic,R,196.0,AUS,32.192,6-4 6-1,3,R32,62.0,7.0,1.0,56.0,47.0,33.0,4.0,9.0,4.0,5.0,3.0,2.0,50.0,26.0,19.0,7.0,8.0,3.0,7.0,176.0,326.0,194.0,313.0
2025-2205,Noumea,Hard,32,C,20241230,8,LB66,8.0,,Constant Lestienne,R,180.0,FRA,32.605,DC38,,,Jake Delaney,R,185.0,AUS,,6-3 6-3,3,R32,76.0,3.0,1.0,65.0,41.0,28.0,11.0,9.0,5.0,7.0,4.0,3.0,51.0,28.0,15.0,11.0,9.0,3.0,8.0,188.0,307.0,469.0,93.0
2025-2205,Noumea,Hard,32,C,20241230,9,C0LM,,,Charlie Camus,L,175.0,FRA,,O09T,,,Kosuke Ogura,R,170.0,JPN,,6-2 6-1,3,R32,59.0,4.0,0.0,40.0,23.0,17.0,6.0,7.0,1.0,3.0,4.0,3.0,55.0,31.0,13.0,6.0,8.0,4.0,11.0,1036.0,13.0,736.0,35.0
2025-2205,Noumea,Hard,32,C,20241230,10,CG94,,,Enzo Couacaud,R,183.0,FRA,29.834,P0ED,,,Kiranpal Pannu,R,185.0,NZL,27.978,4-6 6-4 6-1,3,R32,127.0,20.0,4.0,85.0,48.0,38.0,17.0,13.0,7.0,9.0,6.0,3.0,89.0,53.0,33.0,17.0,14.0,6.0,11.0,206.0,277.0,491.0,80.0
2025-2205,Noumea,Hard,32,C,20241230,11,H09N,,,August Holmgren,R,188.0,DEN,26.691,H0LS,,,Courte Heremana,R,,FRA,,6-1 6-2,3,R32,69.0,5.0,0.0,39.0,27.0,23.0,9.0,8.0,0.0,0.0,2.0,4.0,68.0,44.0,26.0,6.0,7.0,13.0,17.0,199.0,303.0,,
2025-2205,Noumea,Hard,32,C,20241230,12,I0A6,,,Taisei Ichikawa,L,180.0,JPN,,B0M0,,,Liam Branger,R,,FRA,,6-4 2-6 6-2,3,R32,110.0,1.0,1.0,74.0,40.0,28.0,19.0,13.0,1.0,4.0,9.0,9.0,80.0,44.0,32.0,15.0,13.0,4.0,8.0,718.0,37.0,1406.0,4.0
2025-2205,Noumea,Hard,32,C,20241230,13,J620,,,Maxime Janvier,R,196.0,FRA,282.0,M0G0,,,Ryuki Matsuda,R,157.0,JPN,,6-3 6-3,3,R32,77.0,7.0,4.0,57.0,34.0,28.0,11.0,9.0,4.0,5.0,1.0,0.0,61.0,34.0,22.0,12.0,9.0,6.0,10.0,305.0,168.0,545.0,68.0
2025-2205,Noumea,Hard,32,C,20241230,14,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,2.158,S0LD,,,Keisuke Saitoh,L,163.0,JPN,,6-4 6-4,3,R32,73.0,4.0,3.0,50.0,33.0,27.0,11.0,10.0,1.0,2.0,1.0,4.0,70.0,40.0,26.0,13.0,10.0,3.0,6.0,108.0,551.0,583.0,59.0
2025-2205,Noumea,Hard,32,C,20241230,15,PD31,,,Benoit Paire,R,196.0,FRA,35.647,SQ79,,,Colin Sinclair,R,188.0,NMI,30.031,6-7(4) 6-1 7-5,3,R32,117.0,17.0,3.0,115.0,59.0,48.0,28.0,16.0,4.0,5.0,9.0,0.0,88.0,56.0,40.0,15.0,15.0,5.0,9.0,415.0,109.0,688.0,42.0
2025-2205,Noumea,Hard,32,C,20241230,16,T0IA,,,Ryotaro Taguchi,R,173.0,JPN,,V0DP,,,Adolfo Daniel Vallejo,R,183.0,PAR,20.674,6-3 6-4,3,R32,90.0,3.0,3.0,74.0,44.0,27.0,17.0,10.0,5.0,7.0,3.0,5.0,60.0,35.0,20.0,13.0,9.0,6.0,10.0,563.0,62.0,104.0,580.0
2025-2205,Noumea,Hard,32,C,20241230,17,F724,2.0,,Marton Fucsovics,R,188.0,HUN,32.893,J620,,,Maxime Janvier,R,196.0,FRA,282.0,6-4 3-6 6-3,3,R16,108.0,2.0,3.0,89.0,53.0,35.0,25.0,14.0,1.0,2.0,2.0,10.0,75.0,44.0,37.0,16.0,14.0,2.0,4.0,50.0,1009.0,305.0,168.0
2025-2205,Noumea,Hard,32,C,20241230,18,VA25,4.0,,Valentin Vacherot,R,193.0,MON,26.122,T0IA,,,Ryotaro Taguchi,R,173.0,JPN,,6-1 6-2,3,R16,53.0,8.0,1.0,39.0,29.0,24.0,8.0,8.0,0.0,0.0,2.0,3.0,44.0,30.0,15.0,4.0,7.0,2.0,6.0,27.0,1611.0,563.0,62.0
2025-2205,Noumea,Hard,32,C,20241230,19,R09X,6.0,,Jurij Rodionov,L,191.0,AUT,25.626,PD31,,,Benoit Paire,R,196.0,FRA,35.647,6-4 5-7 6-2,3,R16,115.0,7.0,3.0,94.0,62.0,48.0,14.0,15.0,3.0,5.0,8.0,9.0,101.0,54.0,42.0,19.0,15.0,7.0,11.0,170.0,350.0,415.0,109.0
2025-2205,Noumea,Hard,32,C,20241230,20,I0A6,,,Taisei Ichikawa,L,180.0,JPN,,BO10,7.0,,Gijs Brouwer,L,191.0,NED,28.797,6-1 6-4,3,R16,67.0,0.0,2.0,59.0,31.0,22.0,15.0,8.0,6.0,7.0,4.0,2.0,55.0,42.0,24.0,3.0,9.0,5.0,10.0,718.0,37.0,176.0,326.0
2025-2205,Noumea,Hard,32,C,20241230,21,LB66,8.0,,Constant Lestienne,R,180.0,FRA,32.605,H09N,,,August Holmgren,R,188.0,DEN,26.691,5-7 6-2 7-6(1),3,R16,152.0,3.0,1.0,92.0,60.0,45.0,23.0,16.0,5.0,7.0,4.0,3.0,104.0,57.0,36.0,29.0,16.0,4.0,7.0,188.0,307.0,199.0,303.0
2025-2205,Noumea,Hard,32,C,20241230,22,B0EK,,,Moerani Bouzige,R,180.0,AUS,,C0LM,,,Charlie Camus,L,175.0,FRA,,7-5 6-3,3,R16,101.0,7.0,3.0,70.0,38.0,29.0,16.0,11.0,3.0,5.0,5.0,7.0,75.0,44.0,27.0,12.0,10.0,5.0,9.0,464.0,95.0,1036.0,13.0
2025-2205,Noumea,Hard,32,C,20241230,23,CG94,,,Enzo Couacaud,R,183.0,FRA,29.834,TF58,,,Yusuke Takahashi,R,170.0,JPN,27.203,6-3 6-4,3,R16,63.0,10.0,1.0,57.0,35.0,29.0,14.0,10.0,2.0,2.0,1.0,3.0,48.0,32.0,22.0,9.0,9.0,1.0,3.0,206.0,277.0,530.0,71.0
2025-2205,Noumea,Hard,32,C,20241230,24,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,2.158,I0B0,,,Andre Ilagan,L,173.0,USA,,6-7(5) 6-4 6-2,3,R16,147.0,12.0,7.0,94.0,48.0,31.0,25.0,15.0,6.0,10.0,2.0,5.0,109.0,78.0,42.0,13.0,15.0,9.0,16.0,108.0,551.0,346.0,142.0
2025-2205,Noumea,Hard,32,C,20241230,25,B0EK,,,Moerani Bouzige,R,180.0,AUS,,F724,2.0,,Marton Fucsovics,R,188.0,HUN,32.893,6-3 6-3,3,QF,92.0,1.0,1.0,61.0,34.0,20.0,20.0,9.0,4.0,5.0,4.0,1.0,57.0,39.0,23.0,10.0,9.0,3.0,7.0,464.0,95.0,50.0,1009.0
2025-2205,Noumea,Hard,32,C,20241230,26,LB66,8.0,,Constant Lestienne,R,180.0,FRA,32.605,VA25,4.0,,Valentin Vacherot,R,193.0,MON,26.122,6-2 4-6 7-5,3,QF,153.0,3.0,3.0,104.0,68.0,40.0,16.0,15.0,8.0,14.0,4.0,6.0,101.0,64.0,39.0,10.0,15.0,12.0,20.0,188.0,307.0,27.0,1611.0
2025-2205,Noumea,Hard,32,C,20241230,27,R09X,6.0,,Jurij Rodionov,L,191.0,AUT,25.626,CG94,,,Enzo Couacaud,R,183.0,FRA,29.834,4-6 6-4 6-2,3,QF,107.0,6.0,1.0,77.0,45.0,36.0,16.0,14.0,1.0,4.0,13.0,8.0,92.0,51.0,39.0,13.0,14.0,5.0,10.0,170.0,350.0,206.0,277.0
2025-2205,Noumea,Hard,32,C,20241230,28,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,2.158,I0A6,,,Taisei Ichikawa,L,180.0,JPN,,6-3 6-3,3,QF,87.0,6.0,4.0,80.0,43.0,30.0,18.0,9.0,4.0,5.0,0.0,4.0,58.0,38.0,20.0,10.0,9.0,3.0,7.0,108.0,551.0,718.0,37.0
2025-2205,Noumea,Hard,32,C,20241230,29,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,2.158,R09X,6.0,,Jurij Rodionov,L,191.0,AUT,25.626,6-3 6-3,3,SF,76.0,3.0,1.0,54.0,38.0,29.0,7.0,9.0,2.0,3.0,2.0,3.0,67.0,45.0,25.0,9.0,9.0,1.0,5.0,108.0,551.0,170.0,350.0
2025-2205,Noumea,Hard,32,C,20241230,30,B0EK,,,Moerani Bouzige,R,180.0,AUS,,LB66,8.0,,Constant Lestienne,R,180.0,FRA,32.605,6-7(3) 6-3 6-4,3,SF,164.0,5.0,7.0,130.0,79.0,52.0,19.0,16.0,13.0,17.0,2.0,5.0,99.0,53.0,36.0,18.0,15.0,3.0,9.0,464.0,95.0,188.0,307.0
2025-2205,Noumea,Hard,32,C,20241230,31,M0HU,,,Shintaro Mochizuki,R,175.0,JPN,2.158,B0EK,,,Moerani Bouzige,R,180.0,AUS,,6-1 6-3,3,F,75.0,7.0,3.0,59.0,33.0,25.0,10.0,8.0,5.0,7.0,1.0,3.0,50.0,28.0,14.0,5.0,8.0,4.0,10.0,108.0,551.0,464.0,95.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,1,TA29,1.0,,Marco Trungelliti,R,178.0,ARG,34.913,J0D2,,,Maximus Jones,R,185.0,THA,20.318,7-5 7-6(4),3,R32,134.0,5.0,1.0,78.0,48.0,38.0,16.0,12.0,6.0,7.0,6.0,1.0,97.0,56.0,40.0,21.0,12.0,6.0,8.0,134.0,472.0,304.0,172.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,2,BK24,2.0,,Gregoire Barrere,R,183.0,FRA,30.869,A0BA,,,Federico Arnaboldi,R,185.0,ITA,,6-4 7-6(3),3,R32,94.0,4.0,1.0,76.0,43.0,27.0,17.0,11.0,3.0,6.0,8.0,7.0,73.0,44.0,30.0,10.0,11.0,3.0,7.0,162.0,371.0,394.0,120.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,3,DF92,,,Corentin Denolly,L,188.0,FRA,27.567,S0AK,3.0,,Henri Squire,R,196.0,GER,24.257,6-7(4) 6-4 7-6(1),3,R32,125.0,16.0,10.0,122.0,80.0,62.0,20.0,17.0,10.0,11.0,11.0,5.0,100.0,59.0,44.0,25.0,17.0,0.0,2.0,397.0,119.0,287.0,183.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,4,D0DW,4.0,,Titouan Droguet,R,191.0,FRA,23.543,TB70,,,Wishaya Trongcharoenchaikul,R,,THA,2.973,7-6(3) 6-2,3,R32,82.0,4.0,2.0,62.0,33.0,27.0,17.0,10.0,2.0,3.0,3.0,0.0,64.0,36.0,28.0,11.0,10.0,2.0,5.0,150.0,403.0,671.0,45.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,5,C0BH,5.0,,Clement Chidekh,R,180.0,FRA,23.548,PL64,,,Oleg Prihodko,R,180.0,UKR,,6-3 6-2,3,R32,82.0,3.0,5.0,54.0,33.0,26.0,9.0,8.0,3.0,4.0,9.0,4.0,71.0,45.0,25.0,11.0,9.0,8.0,13.0,202.0,298.0,472.0,92.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,6,SR81,,,Khumoyun Sultanov,R,180.0,UZB,26.177,S0GR,6.0,,Timofey Skatov,R,173.0,KAZ,2.394,7-6(4) 7-6(6),3,R32,125.0,16.0,2.0,83.0,57.0,39.0,17.0,12.0,4.0,6.0,6.0,1.0,84.0,57.0,34.0,19.0,12.0,3.0,5.0,223.0,256.0,190.0,324.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,7,CG33,,,Kimmer Coppejans,R,178.0,BEL,30.894,J09X,7.0,,Filip Cristian Jianu,R,180.0,ROU,23.283,7-6(1) 4-6 6-2,3,R32,140.0,11.0,0.0,98.0,62.0,43.0,20.0,15.0,0.0,3.0,4.0,3.0,82.0,44.0,32.0,19.0,15.0,0.0,4.0,250.0,221.0,252.0,218.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,8,HG94,8.0,,Benjamin Hassan,R,183.0,LBN,29.903,SO20,,,Jelle Sels,R,188.0,NED,,6-3 7-5,3,R32,79.0,8.0,6.0,58.0,36.0,31.0,9.0,11.0,2.0,4.0,3.0,4.0,66.0,44.0,28.0,7.0,10.0,9.0,13.0,259.0,208.0,342.0,143.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,9,DG80,,,Enrico Dalla Valle,R,196.0,ITA,,C0DS,,,Thanapet Chanta,R,168.0,THA,25.309,6-4 7-6(8),3,R32,117.0,6.0,1.0,74.0,43.0,30.0,19.0,11.0,2.0,4.0,0.0,2.0,71.0,46.0,30.0,15.0,11.0,0.0,3.0,283.0,184.0,675.0,44.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,10,KC56,,,Aslan Karatsev,R,185.0,RUS,31.321,O482,,,Gonzalo Oliveira,L,185.0,VEN,,6-4 6-3,3,R32,90.0,7.0,3.0,57.0,29.0,21.0,17.0,10.0,2.0,4.0,1.0,3.0,63.0,38.0,19.0,14.0,9.0,3.0,7.0,287.0,179.0,245.0,235.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,11,ML57,,,Gianluca Mager,R,188.0,ITA,30.081,C0HT,,,Murphy Cassone,R,188.0,USA,22.374,7-6(6) 2-6 6-3,3,R32,123.0,9.0,3.0,101.0,56.0,42.0,24.0,15.0,7.0,10.0,12.0,3.0,91.0,53.0,41.0,19.0,14.0,5.0,7.0,230.0,251.0,244.0,227.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,12,MI01,,,Hiroki Moriya,R,168.0,JPN,34.207,BU54,,,Geoffrey Blancaneaux,R,180.0,FRA,26.396,7-5 7-5,3,R32,143.0,1.0,3.0,93.0,47.0,29.0,21.0,12.0,11.0,16.0,5.0,12.0,87.0,47.0,31.0,10.0,12.0,12.0,19.0,398.0,119.0,256.0,211.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,13,N0CS,,,Lukas Neumayer,R,183.0,AUT,22.316,N09U,,,Rio Noguchi,R,168.0,JPN,26.007,6-2 6-3,3,R32,73.0,5.0,3.0,49.0,28.0,24.0,13.0,9.0,2.0,2.0,0.0,1.0,54.0,31.0,17.0,13.0,8.0,2.0,5.0,223.0,255.0,241.0,234.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,14,S0UV,,,Rei Sakamoto,R,193.0,JPN,18.519,S0MN,,,Marat Sharipov,R,188.0,RUS,,7-6(3) 2-6 6-4,3,R32,135.0,13.0,2.0,89.0,57.0,43.0,15.0,15.0,5.0,9.0,21.0,2.0,91.0,61.0,45.0,15.0,15.0,4.0,7.0,184.0,332.0,303.0,174.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,15,S0GD,,,Dalibor Svrcina,R,178.0,CZE,22.245,W857,,,Tung Lin Wu,R,188.0,TPE,26.637,2-6 6-4 6-3,3,R32,142.0,4.0,9.0,82.0,44.0,28.0,19.0,13.0,8.0,13.0,1.0,3.0,96.0,65.0,36.0,14.0,14.0,5.0,11.0,96.0,643.0,373.0,127.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,16,T09X,,,Clement Tabur,R,173.0,FRA,24.934,S0HR,,,Kasidit Samrej,R,191.0,THA,23.943,6-4 7-6(3),3,R32,126.0,6.0,5.0,74.0,42.0,31.0,19.0,11.0,5.0,6.0,6.0,5.0,83.0,47.0,33.0,16.0,11.0,4.0,6.0,215.0,266.0,395.0,120.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,17,DG80,,,Enrico Dalla Valle,R,196.0,ITA,,TA29,1.0,,Marco Trungelliti,R,178.0,ARG,34.913,7-6(4) 6-3,3,R16,98.0,6.0,4.0,63.0,35.0,30.0,18.0,11.0,2.0,3.0,2.0,5.0,64.0,37.0,28.0,13.0,10.0,1.0,3.0,283.0,184.0,134.0,472.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,18,BK24,2.0,,Gregoire Barrere,R,183.0,FRA,30.869,S0GD,,,Dalibor Svrcina,R,178.0,CZE,22.245,7-5 7-6(5),3,R16,130.0,3.0,0.0,80.0,55.0,38.0,16.0,12.0,5.0,7.0,2.0,11.0,102.0,55.0,41.0,19.0,12.0,6.0,9.0,162.0,371.0,96.0,643.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,19,ML57,,,Gianluca Mager,R,188.0,ITA,30.081,D0DW,4.0,,Titouan Droguet,R,191.0,FRA,23.543,6-4 3-6 6-3,3,R16,129.0,7.0,4.0,98.0,62.0,43.0,21.0,14.0,9.0,10.0,12.0,3.0,77.0,45.0,38.0,18.0,14.0,4.0,6.0,230.0,251.0,150.0,403.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,20,S0UV,,,Rei Sakamoto,R,193.0,JPN,18.519,C0BH,5.0,,Clement Chidekh,R,180.0,FRA,23.548,6-3 6-0,3,R16,64.0,7.0,0.0,50.0,26.0,21.0,15.0,8.0,2.0,2.0,1.0,5.0,35.0,17.0,11.0,4.0,7.0,0.0,4.0,184.0,332.0,202.0,298.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,21,KC56,,,Aslan Karatsev,R,185.0,RUS,31.321,HG94,8.0,,Benjamin Hassan,R,183.0,LBN,29.903,6-3 6-2,3,R16,60.0,4.0,2.0,46.0,27.0,25.0,12.0,9.0,0.0,0.0,5.0,2.0,46.0,25.0,18.0,6.0,8.0,1.0,4.0,287.0,179.0,259.0,208.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,22,CG33,,,Kimmer Coppejans,R,178.0,BEL,30.894,T09X,,,Clement Tabur,R,173.0,FRA,24.934,6-3 6-3,3,R16,76.0,4.0,0.0,46.0,29.0,25.0,11.0,9.0,0.0,0.0,5.0,2.0,55.0,37.0,22.0,8.0,9.0,1.0,4.0,250.0,221.0,215.0,266.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,23,N0CS,,,Lukas Neumayer,R,183.0,AUT,22.316,DF92,,,Corentin Denolly,L,188.0,FRA,27.567,6-2 6-4,3,R16,69.0,2.0,1.0,51.0,33.0,23.0,12.0,9.0,2.0,3.0,1.0,2.0,48.0,35.0,21.0,6.0,9.0,3.0,7.0,223.0,255.0,397.0,119.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,24,SR81,,,Khumoyun Sultanov,R,180.0,UZB,26.177,MI01,,,Hiroki Moriya,R,168.0,JPN,34.207,6-4 6-2,3,R16,71.0,13.0,0.0,49.0,33.0,25.0,14.0,9.0,5.0,5.0,1.0,4.0,56.0,33.0,18.0,11.0,9.0,2.0,5.0,223.0,256.0,398.0,119.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,25,BK24,2.0,,Gregoire Barrere,R,183.0,FRA,30.869,SR81,,,Khumoyun Sultanov,R,180.0,UZB,26.177,7-6(5) 6-1,3,QF,87.0,9.0,1.0,69.0,45.0,30.0,15.0,10.0,2.0,3.0,5.0,3.0,65.0,39.0,29.0,7.0,9.0,7.0,10.0,162.0,371.0,223.0,256.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,26,CG33,,,Kimmer Coppejans,R,178.0,BEL,30.894,N0CS,,,Lukas Neumayer,R,183.0,AUT,22.316,6-3 6-2,3,QF,76.0,10.0,4.0,62.0,43.0,31.0,7.0,9.0,3.0,4.0,2.0,5.0,53.0,28.0,18.0,7.0,8.0,3.0,7.0,250.0,221.0,223.0,255.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,27,KC56,,,Aslan Karatsev,R,185.0,RUS,31.321,DG80,,,Enrico Dalla Valle,R,196.0,ITA,,6-1 6-1,3,QF,79.0,2.0,0.0,45.0,28.0,22.0,9.0,7.0,0.0,0.0,2.0,1.0,55.0,34.0,15.0,8.0,7.0,3.0,8.0,287.0,179.0,283.0,184.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,28,S0UV,,,Rei Sakamoto,R,193.0,JPN,18.519,ML57,,,Gianluca Mager,R,188.0,ITA,30.081,4-1 RET,3,QF,19.0,4.0,1.0,15.0,8.0,7.0,5.0,3.0,0.0,0.0,0.0,1.0,15.0,7.0,6.0,2.0,2.0,0.0,1.0,184.0,332.0,230.0,251.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,29,BK24,2.0,,Gregoire Barrere,R,183.0,FRA,30.869,S0UV,,,Rei Sakamoto,R,193.0,JPN,18.519,6-4 3-6 7-6(6),3,SF,144.0,4.0,3.0,87.0,51.0,38.0,24.0,15.0,2.0,3.0,17.0,5.0,110.0,66.0,49.0,25.0,16.0,9.0,10.0,162.0,371.0,184.0,332.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,30,KC56,,,Aslan Karatsev,R,185.0,RUS,31.321,CG33,,,Kimmer Coppejans,R,178.0,BEL,30.894,6-3 6-1,3,SF,73.0,4.0,1.0,41.0,25.0,23.0,10.0,8.0,0.0,0.0,7.0,4.0,65.0,37.0,23.0,13.0,8.0,9.0,13.0,287.0,179.0,250.0,221.0
2025-2791,Nonthaburi 1,Hard,32,C,20241230,31,KC56,,,Aslan Karatsev,R,185.0,RUS,31.321,BK24,2.0,,Gregoire Barrere,R,183.0,FRA,30.869,7-6(5) 7-5,3,F,110.0,4.0,3.0,76.0,50.0,40.0,13.0,12.0,1.0,2.0,7.0,2.0,76.0,50.0,36.0,13.0,12.0,3.0,5.0,287.0,179.0,162.0,371.0
2025-7393,Canberra,Hard,32,C,20241230,1,WB08,,,Yosuke Watanuki,R,180.0,JPN,26.719,G09O,1.0,,Hugo Gaston,L,173.0,FRA,2.426,6-2 6-2,3,R32,56.0,8.0,2.0,40.0,24.0,20.0,10.0,8.0,0.0,1.0,1.0,0.0,54.0,37.0,17.0,8.0,8.0,4.0,9.0,374.0,130.0,76.0,717.0
2025-7393,Canberra,Hard,32,C,20241230,2,A0CJ,,,Duje Ajdukovic,R,188.0,CRO,23.899,D0CG,2.0,,Facundo Diaz Acosta,L,183.0,ARG,24.041,6-4 6-4,3,R32,84.0,1.0,0.0,64.0,44.0,33.0,13.0,10.0,2.0,2.0,1.0,1.0,53.0,29.0,20.0,15.0,10.0,2.0,4.0,142.0,422.0,79.0,714.0
2025-7393,Canberra,Hard,32,C,20241230,3,D923,3.0,,Damir Dzumhur,R,175.0,BIH,32.613,HF80,,,Hady Habib,R,188.0,LBN,2.636,7-6(5) 6-7(5) 6-2,3,R32,135.0,3.0,5.0,104.0,61.0,52.0,24.0,16.0,3.0,3.0,19.0,3.0,104.0,62.0,50.0,20.0,16.0,7.0,9.0,83.0,679.0,216.0,261.0
2025-7393,Canberra,Hard,32,C,20241230,4,GK06,,,Alexis Galarneau,R,180.0,CAN,25.832,DA81,4.0,,Taro Daniel,R,191.0,JPN,31.923,7-6(2) 6-2,3,R32,89.0,5.0,1.0,60.0,34.0,26.0,17.0,10.0,1.0,2.0,3.0,4.0,65.0,33.0,25.0,14.0,10.0,5.0,8.0,205.0,278.0,84.0,674.0
2025-7393,Canberra,Hard,32,C,20241230,5,K0A3,,,Patrick Kypson,R,188.0,USA,25.175,N897,5.0,,Sumit Nagal,R,178.0,IND,27.373,6-2 4-6 6-1,3,R32,102.0,15.0,2.0,84.0,57.0,38.0,15.0,13.0,3.0,6.0,3.0,3.0,68.0,43.0,22.0,12.0,12.0,1.0,7.0,211.0,269.0,98.0,622.0
2025-7393,Canberra,Hard,32,C,20241230,6,F0BY,6.0,,Jacob Fearnley,R,183.0,GBR,23.461,D0A2,,,Matthew Dellavedova,R,191.0,AUS,,3-6 6-4 7-5,3,R32,133.0,6.0,8.0,100.0,53.0,41.0,27.0,15.0,5.0,6.0,10.0,1.0,108.0,86.0,60.0,10.0,16.0,2.0,4.0,99.0,622.0,379.0,128.0
2025-7393,Canberra,Hard,32,C,20241230,7,M0G4,,,Harold Mayot,R,180.0,FRA,22.902,KE73,7.0,,Dominik Koepfer,L,180.0,GER,30.672,6-4 6-4,3,R32,77.0,6.0,5.0,58.0,31.0,26.0,14.0,10.0,1.0,2.0,4.0,1.0,53.0,26.0,19.0,15.0,10.0,0.0,3.0,116.0,518.0,102.0,610.0
2025-7393,Canberra,Hard,32,C,20241230,8,L0IL,,,Martin Landaluce,R,193.0,ESP,18.976,B0GG,8.0,,Mattia Bellucci,L,175.0,ITA,23.581,6-3 6-2,3,R32,73.0,6.0,1.0,46.0,25.0,21.0,16.0,9.0,2.0,2.0,2.0,2.0,48.0,30.0,18.0,10.0,8.0,2.0,5.0,151.0,383.0,103.0,605.0
