tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2026-7393,Canberra,Hard,32,C,20260105.0,16,SY67,,,Sho Shimabukuro,R,180.0,JPN,,W0C4,,,Edward Winter,R,178.0,AUS,,6-4 6-1,3,R32,76.0,2.0,4.0,50,25.0,19,13.0,9.0,0.0,2.0,0.0,2.0,62.0,44.0,22.0,7.0,8.0,3.0,8,147.0,414,494.0,87
2026-2205,Noumea,Hard,32,C,20260105.0,2,Z0BZ,6.0,,Michael Zheng,R,188.0,USA,,J553,,,Omar Jasika,L,183.0,AUS,,6-4 6-2,3,R32,69.0,5.0,0.0,47,30.0,26,11.0,9.0,0.0,0.0,1.0,1.0,59.0,42.0,23.0,11.0,9.0,4.0,7,182.0,315,327.0,155
2026-2205,Noumea,Hard,32,C,20260105.0,3,G0IX,,,Arthur Gea,R,180.0,FRA,,B0GY,7.0,,Alex Barrena,R,175.0,ARG,,6-4 6-0,3,R32,85.0,4.0,3.0,53,27.0,23,10.0,8.0,0.0,2.0,1.0,6.0,69.0,37.0,22.0,8.0,8.0,6.0,12,241.0,229,186.0,312
2026-2205,Noumea,Hard,32,C,20260105.0,4,TA46,8.0,,Bernard Tomic,R,196.0,AUS,,G0BY,,,Daniil Glinka,L,188.0,EST,,6-4 6-3,3,R32,106.0,3.0,1.0,78,51.0,37,13.0,10.0,12.0,13.0,4.0,2.0,67.0,40.0,24.0,14.0,9.0,9.0,12,187.0,312,196.0,297
2026-2205,Noumea,Hard,32,C,20260105.0,5,D0CG,,,Facundo Diaz Acosta,L,183.0,ARG,,D09L,,,Louis Dussin,R,178.0,FRA,,6-2 6-3,3,R32,88.0,1.0,3.0,67,41.0,29,14.0,9.0,5.0,5.0,0.0,2.0,51.0,32.0,18.0,10.0,8.0,3.0,6,210.0,275,1002.0,17
2026-2205,Noumea,Hard,32,C,20260105.0,6,I0B0,,,Andre Ilagan,L,173.0,USA,,DC38,,,Jake Delaney,R,185.0,AUS,,6-4 6-7(5) 7-6(6),3,R32,170.0,5.0,1.0,122,83.0,57,28.0,17.0,7.0,8.0,8.0,1.0,121.0,76.0,54.0,29.0,17.0,7.0,9,355.0,137,477.0,91
2026-2205,Noumea,Hard,32,C,20260105.0,7,LI10,,,Christian Langmo,R,191.0,USA,,O09T,,,Kosuke Ogura,R,170.0,JPN,,6-4 6-4,3,R32,74.0,6.0,1.0,52,39.0,33,8.0,10.0,1.0,1.0,1.0,4.0,70.0,43.0,28.0,16.0,10.0,4.0,6,358.0,136,856.0,28
2026-2205,Noumea,Hard,32,C,20260105.0,8,MW18,,,Nicolas Moreno De Alboran,R,185.0,USA,,CD00,,,Maxime Chazal,R,175.0,FRA,,6-4 7-6(6),3,R32,125.0,7.0,1.0,92,63.0,46,15.0,11.0,8.0,8.0,8.0,4.0,83.0,53.0,39.0,16.0,11.0,3.0,4,696.0,46,580.0,65
2026-2205,Noumea,Hard,32,C,20260105.0,9,W0ED,,,James Watt,R,206.0,NZL,,V0G6,,,Leo Vithoontien,L,185.0,JPN,,7-6(5) 6-1,3,R32,93.0,10.0,2.0,70,52.0,36,12.0,10.0,2.0,3.0,3.0,2.0,70.0,47.0,27.0,13.0,9.0,3.0,6,705.0,45,721.0,44
2026-2205,Noumea,Hard,32,C,20260105.0,10,D0DP,2.0,,Liam Draxl,R,185.0,CAN,,H0DU,,,Gustavo Heide,R,191.0,BRA,,7-6(5) 3-6 6-3,3,R32,154.0,14.0,1.0,92,66.0,48,15.0,15.0,2.0,4.0,7.0,6.0,89.0,44.0,33.0,28.0,15.0,3.0,5,132.0,461,239.0,232
2026-2205,Noumea,Hard,32,C,20260105.0,11,D0DW,3.0,,Titouan Droguet,R,191.0,FRA,,O0A2,,,Gauthier Onclin,R,180.0,BEL,,6-3 6-2,3,R32,71.0,8.0,0.0,57,36.0,31,11.0,9.0,3.0,3.0,1.0,3.0,46.0,25.0,15.0,9.0,8.0,1.0,4,152.0,404,266.0,200
2026-2205,Noumea,Hard,32,C,20260105.0,12,EA27,,,Blake Ellis,R,191.0,AUS,,H996,4.0,,Pierre Hugues Herbert,R,188.0,FRA,,7-5 4-6 6-4,3,R32,128.0,10.0,3.0,83,51.0,41,18.0,16.0,6.0,9.0,11.0,10.0,107.0,62.0,40.0,23.0,16.0,9.0,13,509.0,83,154.0,399
2026-2205,Noumea,Hard,32,C,20260105.0,13,R09X,5.0,,Jurij Rodionov,L,191.0,AUT,,B0TP,,,Henry Bernet,R,191.0,SUI,,6-4 3-6 6-0,3,R32,112.0,1.0,8.0,82,39.0,29,19.0,12.0,6.0,9.0,4.0,3.0,85.0,54.0,37.0,8.0,13.0,5.0,11,195.0,304,510.0,83
2026-2205,Noumea,Hard,32,C,20260105.0,14,A09T,,,Dan Added,R,183.0,FRA,,SQ79,,,Colin Sinclair,R,188.0,NMI,,6-3 6-7(4) 6-2,3,R32,140.0,6.0,3.0,79,49.0,40,17.0,14.0,5.0,6.0,3.0,4.0,119.0,74.0,44.0,21.0,15.0,7.0,12,199.0,293,785.0,35
2026-2205,Noumea,Hard,32,C,20260105.0,15,B0EK,,,Moerani Bouzige,R,180.0,AUS,,PH78,,,Ryan Peniston,L,180.0,GBR,,4-6 7-6(9) 6-4,3,R32,194.0,6.0,3.0,119,81.0,59,14.0,16.0,9.0,13.0,2.0,8.0,113.0,71.0,51.0,19.0,16.0,6.0,10,485.0,89,218.0,260
2026-2205,Noumea,Hard,32,C,20260105.0,16,T09X,,,Clement Tabur,R,173.0,FRA,,SX91,,,Thiago Seyboth Wild,R,185.0,BRA,,4-6 6-1 6-4,3,R32,111.0,7.0,2.0,73,48.0,41,15.0,14.0,3.0,4.0,7.0,2.0,71.0,49.0,35.0,10.0,13.0,3.0,6,206.0,282,216.0,263
2026-2205,Noumea,Hard,32,C,20260105.0,17,TC61,1.0,,Jordan Thompson,R,183.0,AUS,,MW18,,,Nicolas Moreno De Alboran,R,185.0,USA,,6-4 6-3,3,R16,89.0,4.0,0.0,52,25.0,21,15.0,9.0,0.0,1.0,4.0,3.0,71.0,50.0,28.0,11.0,10.0,3.0,7,113.0,536,696.0,46
2026-2205,Noumea,Hard,32,C,20260105.0,18,D0DP,2.0,,Liam Draxl,R,185.0,CAN,,B0EK,,,Moerani Bouzige,R,180.0,AUS,,6-4 6-2,3,R16,71.0,7.0,4.0,50,33.0,30,8.0,9.0,2.0,2.0,4.0,1.0,49.0,29.0,20.0,8.0,9.0,2.0,5,132.0,461,485.0,89
2026-2205,Noumea,Hard,32,C,20260105.0,19,T09X,,,Clement Tabur,R,173.0,FRA,,D0DW,3.0,,Titouan Droguet,R,191.0,FRA,,6-7(4) 6-4 6-4,3,R16,151.0,2.0,1.0,101,58.0,45,29.0,16.0,5.0,6.0,6.0,4.0,96.0,52.0,41.0,26.0,16.0,3.0,6,206.0,282,152.0,404
2026-2205,Noumea,Hard,32,C,20260105.0,20,R09X,5.0,,Jurij Rodionov,L,191.0,AUT,,LI10,,,Christian Langmo,R,191.0,USA,,6-3 6-4,3,R16,74.0,6.0,3.0,55,36.0,27,12.0,10.0,2.0,3.0,6.0,2.0,56.0,38.0,24.0,8.0,9.0,3.0,6,195.0,304,358.0,136
2026-2205,Noumea,Hard,32,C,20260105.0,21,Z0BZ,6.0,,Michael Zheng,R,188.0,USA,,A09T,,,Dan Added,R,183.0,FRA,,6-2 6-1,3,R16,58.0,0.0,1.0,51,33.0,23,8.0,8.0,5.0,7.0,0.0,2.0,38.0,20.0,9.0,4.0,7.0,1.0,7,182.0,315,199.0,293
2026-2205,Noumea,Hard,32,C,20260105.0,22,TA46,8.0,,Bernard Tomic,R,196.0,AUS,,W0ED,,,James Watt,R,206.0,NZL,,6-4 3-6 4-1 RET,3,R16,97.0,6.0,2.0,83,55.0,39,17.0,12.0,9.0,10.0,17.0,2.0,77.0,58.0,41.0,9.0,12.0,5.0,7,187.0,312,705.0,45
2026-2205,Noumea,Hard,32,C,20260105.0,23,EA27,,,Blake Ellis,R,191.0,AUS,,I0B0,,,Andre Ilagan,L,173.0,USA,,7-6(5) 7-6(4),3,R16,121.0,25.0,7.0,89,52.0,42,20.0,12.0,7.0,8.0,10.0,0.0,84.0,66.0,45.0,13.0,12.0,6.0,7,509.0,83,355.0,137
2026-2205,Noumea,Hard,32,C,20260105.0,24,G0IX,,,Arthur Gea,R,180.0,FRA,,D0CG,,,Facundo Diaz Acosta,L,183.0,ARG,,7-6(5) 6-3,3,R16,120.0,4.0,3.0,71,39.0,30,15.0,10.0,2.0,4.0,1.0,5.0,65.0,36.0,24.0,17.0,11.0,5.0,9,241.0,229,210.0,275
2026-2205,Noumea,Hard,32,C,20260105.0,25,R09X,5.0,,Jurij Rodionov,L,191.0,AUT,,TC61,1.0,,Jordan Thompson,R,183.0,AUS,,6-4 6-4,3,QF,106.0,5.0,4.0,57,35.0,25,14.0,10.0,2.0,3.0,7.0,2.0,94.0,52.0,35.0,18.0,10.0,9.0,12,195.0,304,113.0,536
2026-2205,Noumea,Hard,32,C,20260105.0,26,G0IX,,,Arthur Gea,R,180.0,FRA,,D0DP,2.0,,Liam Draxl,R,185.0,CAN,,6-3 6-2,3,QF,87.0,4.0,1.0,53,28.0,22,17.0,9.0,2.0,2.0,1.0,1.0,56.0,30.0,17.0,14.0,8.0,1.0,4,241.0,229,132.0,461
2026-2205,Noumea,Hard,32,C,20260105.0,27,Z0BZ,6.0,,Michael Zheng,R,188.0,USA,,T09X,,,Clement Tabur,R,173.0,FRA,,3-6 6-4 6-2,3,QF,122.0,4.0,2.0,85,46.0,28,19.0,13.0,4.0,9.0,1.0,3.0,86.0,59.0,37.0,9.0,14.0,6.0,13,182.0,315,206.0,282
2026-2205,Noumea,Hard,32,C,20260105.0,28,EA27,,,Blake Ellis,R,191.0,AUS,,TA46,8.0,,Bernard Tomic,R,196.0,AUS,,7-6(4) 3-6 6-4,3,QF,121.0,21.0,2.0,82,43.0,37,22.0,15.0,0.0,1.0,7.0,2.0,91.0,61.0,43.0,23.0,16.0,1.0,2,509.0,83,187.0,312
2026-2205,Noumea,Hard,32,C,20260105.0,29,R09X,5.0,,Jurij Rodionov,L,191.0,AUT,,EA27,,,Blake Ellis,R,191.0,AUS,,6-4 6-7(5) 6-3,3,SF,155.0,5.0,2.0,85,54.0,44,25.0,16.0,0.0,0.0,12.0,5.0,111.0,60.0,48.0,25.0,15.0,6.0,8,195.0,304,509.0,83
2026-2205,Noumea,Hard,32,C,20260105.0,30,G0IX,,,Arthur Gea,R,180.0,FRA,,Z0BZ,6.0,,Michael Zheng,R,188.0,USA,,4-6 6-1 6-4,3,SF,123.0,1.0,6.0,88,70.0,49,6.0,14.0,4.0,7.0,0.0,1.0,83.0,55.0,35.0,11.0,13.0,3.0,8,241.0,229,182.0,315
2026-2205,Noumea,Hard,32,C,20260105.0,31,G0IX,,,Arthur Gea,R,180.0,FRA,,R09X,5.0,,Jurij Rodionov,L,191.0,AUT,,6-3 4-6 7-5,3,F,155.0,6.0,4.0,105,67.0,46,24.0,16.0,6.0,9.0,3.0,1.0,88.0,47.0,31.0,21.0,15.0,6.0,10,241.0,229,195.0,304
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,1,KH56,1.0,,Zdenek Kolar,R,183.0,CZE,,W0A4,,,Arthur Weber,L,185.0,FRA,,7-5 7-5,3,R32,110.0,6.0,2.0,65,41.0,32,14.0,12.0,0.0,1.0,4.0,0.0,80.0,57.0,36.0,12.0,12.0,3.0,6,176.0,327,440.0,105
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,2,B0JJ,,,Robin Bertrand,R,178.0,FRA,,P0J1,4.0,,Rodrigo Pacheco Mendez,L,191.0,MEX,,5-7 6-4 7-5,3,R32,166.0,8.0,2.0,93,54.0,37,23.0,17.0,8.0,13.0,7.0,3.0,112.0,66.0,45.0,19.0,17.0,8.0,14,302.0,175,229.0,247
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,3,S0WT,6.0,,Joel Schwaerzler,L,188.0,AUT,,MI01,,,Hiroki Moriya,R,168.0,JPN,,6-3 4-6 7-6(5),3,R32,158.0,13.0,7.0,115,69.0,52,20.0,16.0,10.0,13.0,6.0,7.0,100.0,50.0,37.0,25.0,15.0,5.0,8,254.0,213,502.0,84
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,4,SX90,8.0,,Fajing Sun,R,178.0,CHN,,M0SC,,,Hayato Matsuoka,R,180.0,JPN,,6-2 2-6 6-2,3,R32,142.0,2.0,2.0,82,58.0,34,12.0,12.0,8.0,12.0,4.0,2.0,89.0,50.0,30.0,17.0,12.0,11.0,17,274.0,196,393.0,121
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,5,B0BU,,,Florent Bax,R,185.0,FRA,,CH27,,,Hyeon Chung,R,188.0,KOR,,3-6 7-6(5) 6-3,3,R32,193.0,8.0,3.0,128,63.0,43,34.0,16.0,6.0,9.0,1.0,11.0,99.0,57.0,41.0,22.0,14.0,7.0,9,281.0,187,361.0,134
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,6,C0I4,,,Tibo Colson,R,196.0,BEL,,J0D2,,,Maximus Jones,R,185.0,THA,,6-4 6-4,3,R32,87.0,7.0,1.0,61,39.0,32,9.0,10.0,3.0,4.0,4.0,4.0,67.0,42.0,33.0,7.0,10.0,8.0,11,504.0,84,354.0,137
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,7,F0A3,,,Sergey Fomin,R,180.0,UZB,,TD55,,,Renta Tokuda,R,178.0,JPN,,7-5 3-6 7-5,3,R32,144.0,10.0,6.0,115,71.0,48,21.0,16.0,6.0,9.0,6.0,1.0,106.0,69.0,46.0,21.0,17.0,4.0,8,340.0,145,322.0,157
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,8,S0HR,,,Kasidit Samrej,R,191.0,THA,,S0C2,,,Hikaru Shiraishi,R,168.0,JPN,,6-3 6-4,3,R32,91.0,14.0,1.0,47,36.0,33,7.0,10.0,0.0,0.0,0.0,2.0,79.0,46.0,30.0,14.0,9.0,10.0,12,416.0,112,424.0,110
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,9,S0MN,,,Marat Sharipov,R,188.0,RUS,,M0SB,,,Koki Matsuda,R,183.0,JPN,,6-3 7-6(2),3,R32,87.0,7.0,3.0,70,31.0,25,22.0,11.0,1.0,3.0,1.0,0.0,63.0,33.0,17.0,18.0,10.0,3.0,6,286.0,184,607.0,60
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,10,S0AQ,,,Yuta Shimizu,L,163.0,JPN,,I0A6,,,Taisei Ichikawa,L,180.0,JPN,,3-6 7-6(3) 6-4,3,R32,,,,,,,,,,,,,,,,,,,,349.0,141,888.0,25
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,11,W857,,,Tung Lin Wu,R,188.0,TPE,,S0VO,,,Pawit Sornlaksup,R,183.0,THA,,6-1 6-1,3,R32,60.0,2.0,1.0,40,26.0,21,9.0,7.0,1.0,1.0,1.0,0.0,52.0,32.0,14.0,8.0,7.0,8.0,13,379.0,127,675.0,50
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,12,GA79,,,Lorenzo Giustino,R,180.0,ITA,,D0A2,,,Matthew Dellavedova,R,191.0,AUS,,6-4 6-2,3,R32,93.0,4.0,4.0,68,41.0,25,13.0,9.0,6.0,10.0,0.0,0.0,58.0,46.0,20.0,4.0,9.0,3.0,10,212.0,274,517.0,81
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,13,N09U,3.0,,Rio Noguchi,R,168.0,JPN,,S09P,,,Sanhui Shin,R,178.0,KOR,,6-1 6-4,3,R32,74.0,4.0,3.0,49,28.0,22,7.0,9.0,1.0,4.0,0.0,1.0,52.0,27.0,10.0,9.0,8.0,0.0,6,227.0,247,357.0,136
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,14,U120,5.0,,Kaichi Uchida,R,180.0,JPN,,DF92,,,Corentin Denolly,L,188.0,FRA,,6-2 5-7 6-3,3,R32,121.0,7.0,2.0,89,52.0,38,16.0,14.0,5.0,8.0,8.0,5.0,99.0,57.0,39.0,17.0,15.0,6.0,12,251.0,216,386.0,124
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,15,G09C,,,Marek Gengel,R,185.0,CZE,,M0NP,7.0,,Andres Martin,R,183.0,USA,,6-2 6-4,3,R32,77.0,4.0,3.0,48,30.0,27,10.0,9.0,0.0,0.0,2.0,2.0,70.0,43.0,27.0,14.0,9.0,10.0,13,415.0,112,269.0,200
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,16,SQ80,,,Akira Santillan,R,180.0,AUS,,TB70,,,Wishaya Trongcharoenchaikul,R,,THA,,6-3 4-6 6-2,3,R32,85.0,7.0,1.0,65,49.0,40,11.0,14.0,0.0,2.0,6.0,5.0,77.0,43.0,34.0,13.0,13.0,3.0,7,314.0,162,788.0,35
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,17,KH56,1.0,,Zdenek Kolar,R,183.0,CZE,,S0HR,,,Kasidit Samrej,R,191.0,THA,,7-5 6-4,3,R16,110.0,6.0,3.0,90,67.0,42,12.0,11.0,7.0,9.0,6.0,3.0,62.0,40.0,26.0,9.0,11.0,2.0,6,176.0,327,416.0,112
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,18,GA79,,,Lorenzo Giustino,R,180.0,ITA,,SQ80,,,Akira Santillan,R,180.0,AUS,,6-4 7-5,3,R16,95.0,5.0,1.0,71,41.0,27,19.0,11.0,3.0,4.0,10.0,7.0,71.0,43.0,30.0,11.0,11.0,5.0,8,212.0,274,314.0,162
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,19,N09U,3.0,,Rio Noguchi,R,168.0,JPN,,W857,,,Tung Lin Wu,R,188.0,TPE,,3-6 6-2 6-4,3,R16,126.0,5.0,1.0,76,52.0,36,15.0,13.0,3.0,5.0,7.0,2.0,89.0,66.0,46.0,8.0,14.0,8.0,12,227.0,247,379.0,127
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,20,S0MN,,,Marat Sharipov,R,188.0,RUS,,U120,5.0,,Kaichi Uchida,R,180.0,JPN,,6-1 6-2,3,R16,44.0,8.0,0.0,40,26.0,23,9.0,8.0,0.0,0.0,2.0,1.0,39.0,18.0,13.0,7.0,7.0,0.0,4,286.0,184,251.0,216
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,21,S0WT,6.0,,Joel Schwaerzler,L,188.0,AUT,,B0BU,,,Florent Bax,R,185.0,FRA,,3-6 6-4 6-0,3,R16,128.0,7.0,5.0,91,54.0,38,17.0,13.0,12.0,15.0,13.0,6.0,89.0,44.0,35.0,15.0,12.0,5.0,10,254.0,213,281.0,187
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,22,C0I4,,,Tibo Colson,R,196.0,BEL,,SX90,8.0,,Fajing Sun,R,178.0,CHN,,7-6(5) 3-6 6-2,3,R16,145.0,19.0,4.0,86,55.0,45,14.0,14.0,2.0,4.0,2.0,2.0,115.0,81.0,52.0,20.0,15.0,11.0,14,504.0,84,274.0,196
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,23,F0A3,,,Sergey Fomin,R,180.0,UZB,,B0JJ,,,Robin Bertrand,R,178.0,FRA,,6-3 6-4,3,R16,81.0,2.0,3.0,59,39.0,27,13.0,10.0,2.0,3.0,2.0,2.0,53.0,36.0,24.0,7.0,9.0,0.0,3,340.0,145,302.0,175
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,24,G09C,,,Marek Gengel,R,185.0,CZE,,S0AQ,,,Yuta Shimizu,L,163.0,JPN,,3-6 6-1 6-4,3,R16,105.0,10.0,1.0,84,59.0,43,11.0,13.0,8.0,10.0,4.0,1.0,73.0,44.0,28.0,17.0,13.0,0.0,4,415.0,112,349.0,141
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,25,KH56,1.0,,Zdenek Kolar,R,183.0,CZE,,C0I4,,,Tibo Colson,R,196.0,BEL,,7-5 3-6 6-1,3,QF,,,,,,,,,,,,,,,,,,,,176.0,327,504.0,84
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,26,N09U,3.0,,Rio Noguchi,R,168.0,JPN,,S0MN,,,Marat Sharipov,R,188.0,RUS,,6-4 6-4,3,QF,81.0,4.0,2.0,61,41.0,32,10.0,10.0,4.0,5.0,10.0,1.0,61.0,44.0,29.0,5.0,10.0,4.0,7,227.0,247,286.0,184
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,27,G09C,,,Marek Gengel,R,185.0,CZE,,F0A3,,,Sergey Fomin,R,180.0,UZB,,6-1 6-4,3,QF,65.0,7.0,2.0,41,32.0,23,6.0,8.0,0.0,1.0,3.0,2.0,64.0,38.0,21.0,11.0,9.0,5.0,10,415.0,112,340.0,145
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,28,S0WT,6.0,,Joel Schwaerzler,L,188.0,AUT,,GA79,,,Lorenzo Giustino,R,180.0,ITA,,W/O,3,QF,,,,,,,,,,,,,,,,,,,,254.0,213,212.0,274
2026-2791,Nonthaburi 1,Hard,32,C,20260105.0,29,G09C,,,Marek Gengel,R,185.0,CZE,,KH56,1.0,,Zdenek Kolar,R,183.0,CZE,,6-2 7-5,3,SF,91.0,8.0,0.0,60,37.0,26,13.0,10.0,1.0,3.0,5.0,2.0,71.0,43.0,26.0,10.0,10.0,3.0,8,415.0,112,176.0,327
