tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2025-580,Australian Open,Hard,128.0,G,20250113,92.0,BT72,,,Nuno Borges,R,185.0,POR,27.899,TC61,27.0,,Jordan Thompson,R,183.0,AUS,30.735,6-3 6-2 6-4,5,R64,107.0,6.0,0.0,81.0,62.0,46.0,15.0,14.0,2.0,2.0,6.0,2.0,81.0,51.0,32.0,14.0,13.0,5.0,9.0,33.0,1445.0,27.0,1695.0
2025-580,Australian Open,Hard,128.0,G,20250113,93.0,DH50,,,Alejandro Davidovich Fokina,R,180.0,ESP,25.61,AG37,29.0,,Felix Auger-Aliassime,R,193.0,CAN,24.433,6-7(7) 6-7(5) 6-4 6-1 6-3,5,R64,291.0,7.0,3.0,176.0,112.0,78.0,36.0,25.0,6.0,10.0,11.0,6.0,152.0,108.0,69.0,22.0,25.0,9.0,18.0,66.0,790.0,23.0,1905.0
2025-580,Australian Open,Hard,128.0,G,20250113,94.0,BM95,,,Benjamin Bonzi,R,183.0,FRA,28.597,P0CT,,LL,Francesco Passaro,R,180.0,ITA,24.016,6-2 6-4 3-6 6-4,5,R64,130.0,2.0,1.0,104.0,75.0,54.0,19.0,19.0,7.0,9.0,8.0,3.0,100.0,71.0,50.0,18.0,18.0,4.0,9.0,64.0,819.0,104.0,571.0
2025-580,Australian Open,Hard,128.0,G,20250113,95.0,CF59,,,Roberto Carballes Baena,R,183.0,ESP,31.811,D994,,,James Duckworth,R,183.0,AUS,32.98,6-4 6-2 7-5,5,R64,171.0,10.0,1.0,77.0,51.0,42.0,19.0,15.0,0.0,0.0,6.0,3.0,111.0,67.0,41.0,22.0,15.0,11.0,15.0,57.0,981.0,89.0,637.0
2025-580,Australian Open,Hard,128.0,G,20250113,96.0,F0BY,,,Jacob Fearnley,R,183.0,GBR,23.499,C0H0,,,Arthur Cazaux,R,183.0,FRA,22.393,3-6 7-5 6-2 6-3,5,R64,177.0,9.0,9.0,111.0,69.0,51.0,21.0,19.0,4.0,8.0,5.0,2.0,106.0,62.0,41.0,21.0,19.0,6.0,13.0,92.0,632.0,78.0,732.0
2025-580,Australian Open,Hard,128.0,G,20250113,97.0,S0AG,1.0,,Jannik Sinner,R,191.0,ITA,23.411,GC88,,,Marcos Giron,R,180.0,USA,31.474,6-3 6-4 6-2,5,R32,121.0,8.0,2.0,83.0,50.0,41.0,17.0,14.0,6.0,7.0,2.0,2.0,82.0,48.0,32.0,12.0,13.0,5.0,10.0,1.0,11830.0,46.0,1175.0
2025-580,Australian Open,Hard,128.0,G,20250113,98.0,MC65,,,Gael Monfils,R,193.0,FRA,38.368,FB98,4.0,,Taylor Fritz,R,196.0,USA,27.211,3-6 7-5 7-6(1) 6-4,5,R32,188.0,24.0,4.0,121.0,74.0,61.0,32.0,22.0,3.0,4.0,12.0,0.0,130.0,87.0,65.0,25.0,21.0,4.0,6.0,41.0,1280.0,4.0,5350.0
2025-580,Australian Open,Hard,128.0,G,20250113,99.0,DH58,8.0,,Alex de Minaur,R,183.0,AUS,25.906,C0AU,31.0,,Francisco Cerundolo,R,185.0,ARG,26.42,5-7 7-6(3) 6-3 6-3,5,R32,233.0,7.0,9.0,137.0,67.0,47.0,39.0,21.0,4.0,9.0,5.0,6.0,152.0,79.0,50.0,34.0,21.0,9.0,16.0,8.0,3535.0,31.0,1620.0
2025-580,Australian Open,Hard,128.0,G,20250113,100.0,R0DG,13.0,,Holger Rune,R,188.0,DEN,21.711,KI95,,,Miomir Kecmanovic,R,183.0,SRB,25.372,6-7(5) 6-3 4-6 6-4 6-4,5,R32,207.0,16.0,5.0,158.0,95.0,73.0,28.0,26.0,3.0,8.0,4.0,6.0,149.0,95.0,66.0,27.0,25.0,8.0,15.0,13.0,2910.0,51.0,1096.0
2025-580,Australian Open,Hard,128.0,G,20250113,101.0,S0S1,21.0,,Ben Shelton,L,193.0,USA,22.264,M0EJ,16.0,,Lorenzo Musetti,R,185.0,ITA,22.867,6-3 3-6 6-4 7-6(5),5,R32,172.0,11.0,3.0,119.0,83.0,67.0,17.0,20.0,4.0,6.0,2.0,3.0,116.0,69.0,51.0,28.0,20.0,3.0,6.0,20.0,2280.0,15.0,2600.0
2025-580,Australian Open,Hard,128.0,G,20250113,102.0,M0QI,,,Alex Michelsen,R,193.0,USA,20.386,KE29,19.0,,Karen Khachanov,R,198.0,RUS,28.649,6-3 7-6(5) 6-2,5,R32,134.0,8.0,4.0,99.0,62.0,45.0,22.0,15.0,2.0,3.0,14.0,1.0,83.0,52.0,38.0,15.0,14.0,0.0,4.0,42.0,1270.0,19.0,2410.0
2025-580,Australian Open,Hard,128.0,G,20250113,103.0,SU87,,,Lorenzo Sonego,R,191.0,ITA,29.678,M0CI,,,Fabian Marozsan,R,193.0,HUN,25.268,6-7(3) 7-6(6) 6-1 6-2,5,R32,196.0,15.0,3.0,130.0,81.0,69.0,26.0,20.0,5.0,5.0,9.0,7.0,134.0,86.0,63.0,23.0,19.0,11.0,15.0,55.0,1026.0,59.0,960.0
2025-580,Australian Open,Hard,128.0,G,20250113,104.0,T0HA,,Q,Learner Tien,L,180.0,USA,19.116,MW02,,,Corentin Moutet,L,180.0,FRA,25.739,7-6(10) 6-3 6-3,5,R32,169.0,1.0,5.0,107.0,56.0,41.0,28.0,15.0,10.0,13.0,3.0,2.0,107.0,75.0,45.0,15.0,15.0,9.0,15.0,121.0,493.0,69.0,772.0
2025-580,Australian Open,Hard,128.0,G,20250113,105.0,Z355,2.0,,Alexander Zverev,R,198.0,GER,27.734,F0BY,,,Jacob Fearnley,R,183.0,GBR,23.499,6-3 6-4 6-4,5,R32,122.0,7.0,1.0,81.0,58.0,46.0,12.0,15.0,4.0,6.0,6.0,6.0,79.0,52.0,32.0,13.0,14.0,7.0,12.0,2.0,7635.0,92.0,632.0
2025-580,Australian Open,Hard,128.0,G,20250113,106.0,A0E2,3.0,,Carlos Alcaraz,R,183.0,ESP,21.695,BT72,,,Nuno Borges,R,185.0,POR,27.899,6-2 6-4 6-7(3) 6-2,5,R32,175.0,9.0,3.0,109.0,67.0,56.0,24.0,19.0,3.0,3.0,3.0,1.0,137.0,94.0,60.0,23.0,19.0,8.0,13.0,3.0,7010.0,33.0,1445.0
2025-580,Australian Open,Hard,128.0,G,20250113,107.0,D643,7.0,,Novak Djokovic,R,188.0,SRB,37.648,M0FH,26.0,,Tomas Machac,R,183.0,CZE,24.252,6-1 6-4 6-4,5,R32,142.0,9.0,4.0,79.0,51.0,41.0,15.0,14.0,2.0,3.0,4.0,5.0,87.0,55.0,35.0,12.0,13.0,10.0,15.0,7.0,3900.0,25.0,1805.0
2025-580,Australian Open,Hard,128.0,G,20250113,108.0,PL56,12.0,,Tommy Paul,R,185.0,USA,27.661,CF59,,,Roberto Carballes Baena,R,183.0,ESP,31.811,7-6(0) 6-2 6-0,5,R32,143.0,7.0,2.0,86.0,47.0,37.0,20.0,13.0,3.0,5.0,3.0,10.0,98.0,54.0,37.0,9.0,13.0,9.0,16.0,11.0,3195.0,57.0,981.0
2025-580,Australian Open,Hard,128.0,G,20250113,109.0,HH26,14.0,,Ugo Humbert,L,188.0,FRA,26.552,F0F1,20.0,,Arthur Fils,R,185.0,FRA,20.589,4-6 7-5 6-4 1-0 RET,5,R32,157.0,3.0,6.0,102.0,65.0,50.0,14.0,17.0,4.0,7.0,6.0,3.0,101.0,62.0,42.0,18.0,16.0,5.0,10.0,14.0,2765.0,21.0,2280.0
2025-580,Australian Open,Hard,128.0,G,20250113,110.0,D0CO,15.0,,Jack Draper,L,193.0,GBR,23.061,V832,,,Aleksandar Vukic,R,188.0,AUS,28.772,6-4 2-6 5-7 7-6(5) 7-6(8),5,R32,238.0,29.0,4.0,164.0,112.0,84.0,27.0,27.0,8.0,14.0,22.0,6.0,188.0,119.0,93.0,28.0,27.0,14.0,18.0,18.0,2530.0,68.0,778.0
2025-580,Australian Open,Hard,128.0,G,20250113,111.0,L0BV,24.0,,Jiri Lehecka,R,185.0,CZE,23.181,BM95,,,Benjamin Bonzi,R,183.0,FRA,28.597,6-2 6-3 6-3,5,R32,107.0,9.0,1.0,76.0,52.0,42.0,14.0,13.0,2.0,2.0,1.0,2.0,85.0,51.0,29.0,19.0,13.0,3.0,8.0,29.0,1660.0,64.0,819.0
2025-580,Australian Open,Hard,128.0,G,20250113,112.0,DH50,,,Alejandro Davidovich Fokina,R,180.0,ESP,25.61,M0NI,,,Jakub Mensik,R,196.0,CZE,19.368,3-6 4-6 7-6(7) 6-4 6-2,5,R32,210.0,4.0,3.0,156.0,108.0,74.0,25.0,25.0,17.0,22.0,16.0,7.0,142.0,81.0,67.0,24.0,24.0,3.0,9.0,66.0,790.0,48.0,1162.0
2025-580,Australian Open,Hard,128.0,G,20250113,113.0,S0AG,1.0,,Jannik Sinner,R,191.0,ITA,23.411,R0DG,13.0,,Holger Rune,R,188.0,DEN,21.711,6-3 3-6 6-3 6-2,5,R16,193.0,14.0,6.0,105.0,59.0,49.0,27.0,18.0,4.0,5.0,5.0,4.0,110.0,68.0,45.0,21.0,17.0,4.0,8.0,1.0,11830.0,13.0,2910.0
2025-580,Australian Open,Hard,128.0,G,20250113,114.0,DH58,8.0,,Alex de Minaur,R,183.0,AUS,25.906,M0QI,,,Alex Michelsen,R,193.0,USA,20.386,6-0 7-6(5) 6-3,5,R16,129.0,5.0,1.0,90.0,38.0,30.0,33.0,14.0,3.0,4.0,3.0,1.0,87.0,58.0,35.0,14.0,13.0,6.0,11.0,8.0,3535.0,42.0,1270.0
2025-580,Australian Open,Hard,128.0,G,20250113,115.0,S0S1,21.0,,Ben Shelton,L,193.0,USA,22.264,MC65,,,Gael Monfils,R,193.0,FRA,38.368,7-6(3) 6-7(3) 7-6(2) 1-0 RET,5,R16,177.0,7.0,3.0,120.0,83.0,67.0,20.0,19.0,5.0,6.0,12.0,9.0,124.0,74.0,61.0,23.0,18.0,2.0,4.0,20.0,2280.0,41.0,1280.0
2025-580,Australian Open,Hard,128.0,G,20250113,116.0,SU87,,,Lorenzo Sonego,R,191.0,ITA,29.678,T0HA,,Q,Learner Tien,L,180.0,USA,19.116,6-3 6-2 3-6 6-1,5,R16,145.0,20.0,2.0,95.0,63.0,57.0,14.0,17.0,3.0,4.0,4.0,7.0,102.0,58.0,43.0,14.0,16.0,6.0,11.0,55.0,1026.0,121.0,493.0
2025-580,Australian Open,Hard,128.0,G,20250113,117.0,Z355,2.0,,Alexander Zverev,R,198.0,GER,27.734,HH26,14.0,,Ugo Humbert,L,188.0,FRA,26.552,6-1 2-6 6-3 6-2,5,R16,136.0,19.0,3.0,86.0,61.0,51.0,12.0,16.0,5.0,7.0,12.0,3.0,104.0,74.0,51.0,7.0,16.0,10.0,16.0,2.0,7635.0,14.0,2765.0
2025-580,Australian Open,Hard,128.0,G,20250113,118.0,A0E2,3.0,,Carlos Alcaraz,R,183.0,ESP,21.695,D0CO,15.0,,Jack Draper,L,193.0,GBR,23.061,7-5 6-1 RET,5,R16,95.0,6.0,5.0,59.0,40.0,33.0,7.0,10.0,2.0,3.0,5.0,2.0,68.0,40.0,22.0,12.0,9.0,8.0,12.0,3.0,7010.0,18.0,2530.0
2025-580,Australian Open,Hard,128.0,G,20250113,119.0,D643,7.0,,Novak Djokovic,R,188.0,SRB,37.648,L0BV,24.0,,Jiri Lehecka,R,185.0,CZE,23.181,6-3 6-4 7-6(4),5,R16,159.0,9.0,3.0,92.0,54.0,44.0,24.0,16.0,2.0,3.0,11.0,4.0,106.0,60.0,47.0,19.0,15.0,8.0,11.0,7.0,3900.0,29.0,1660.0
2025-580,Australian Open,Hard,128.0,G,20250113,120.0,PL56,12.0,,Tommy Paul,R,185.0,USA,27.661,DH50,,,Alejandro Davidovich Fokina,R,180.0,ESP,25.61,6-1 6-1 6-1,5,R16,87.0,8.0,0.0,67.0,45.0,38.0,12.0,11.0,3.0,3.0,2.0,0.0,61.0,36.0,18.0,8.0,10.0,6.0,13.0,11.0,3195.0,66.0,790.0
2025-580,Australian Open,Hard,128.0,G,20250113,121.0,S0AG,1.0,,Jannik Sinner,R,191.0,ITA,23.411,DH58,8.0,,Alex de Minaur,R,183.0,AUS,25.906,6-3 6-2 6-1,5,QF,108.0,2.0,0.0,59.0,38.0,32.0,17.0,12.0,1.0,1.0,2.0,1.0,78.0,40.0,26.0,15.0,12.0,4.0,10.0,1.0,11830.0,8.0,3535.0
2025-580,Australian Open,Hard,128.0,G,20250113,122.0,S0S1,21.0,,Ben Shelton,L,193.0,USA,22.264,SU87,,,Lorenzo Sonego,R,191.0,ITA,29.678,6-4 7-5 4-6 7-6(4),5,QF,230.0,9.0,4.0,141.0,100.0,75.0,24.0,22.0,6.0,8.0,3.0,1.0,153.0,101.0,72.0,27.0,22.0,8.0,11.0,20.0,2280.0,55.0,1026.0
2025-580,Australian Open,Hard,128.0,G,20250113,123.0,Z355,2.0,,Alexander Zverev,R,198.0,GER,27.734,PL56,12.0,,Tommy Paul,R,185.0,USA,27.661,7-6(1) 7-6(0) 2-6 6-1,5,QF,208.0,7.0,5.0,135.0,93.0,67.0,22.0,20.0,7.0,11.0,9.0,2.0,118.0,76.0,51.0,21.0,19.0,3.0,7.0,2.0,7635.0,11.0,3195.0
2025-580,Australian Open,Hard,128.0,G,20250113,124.0,D643,7.0,,Novak Djokovic,R,188.0,SRB,37.648,A0E2,3.0,,Carlos Alcaraz,R,183.0,ESP,21.695,4-6 6-4 6-3 6-4,5,QF,217.0,5.0,3.0,136.0,86.0,54.0,29.0,20.0,7.0,11.0,10.0,5.0,125.0,92.0,62.0,11.0,19.0,7.0,13.0,7.0,3900.0,3.0,7010.0
2025-580,Australian Open,Hard,128.0,G,20250113,125.0,S0AG,1.0,,Jannik Sinner,R,191.0,ITA,23.411,S0S1,21.0,,Ben Shelton,L,193.0,USA,22.264,7-6(2) 6-2 6-2,5,SF,156.0,8.0,0.0,89.0,51.0,38.0,24.0,14.0,5.0,7.0,7.0,6.0,118.0,70.0,40.0,22.0,14.0,7.0,13.0,1.0,11830.0,20.0,2280.0
2025-580,Australian Open,Hard,128.0,G,20250113,126.0,Z355,2.0,,Alexander Zverev,R,198.0,GER,27.734,D643,7.0,,Novak Djokovic,R,188.0,SRB,37.648,7-6(5) RET,5,SF,81.0,8.0,1.0,38.0,29.0,24.0,7.0,6.0,3.0,3.0,5.0,0.0,54.0,29.0,21.0,15.0,6.0,5.0,5.0,2.0,7635.0,7.0,3900.0
2025-580,Australian Open,Hard,128.0,G,20250113,127.0,S0AG,1.0,,Jannik Sinner,R,191.0,ITA,23.411,Z355,2.0,,Alexander Zverev,R,198.0,GER,27.734,6-3 7-6(4) 6-3,5,F,162.0,6.0,2.0,95.0,57.0,48.0,24.0,15.0,0.0,0.0,12.0,2.0,95.0,65.0,45.0,15.0,15.0,8.0,10.0,1.0,11830.0,2.0,7635.0
2025-375,Montpellier,Hard,28.0,250,20250127,1.0,K0AZ,,Q,Aleksandar Kovacevic,R,183.0,USA,26.415,GB88,6.0,,David Goffin,R,180.0,BEL,34.141,6-2 3-6 6-4,3,R32,114.0,9.0,5.0,83.0,46.0,38.0,16.0,14.0,4.0,6.0,8.0,1.0,75.0,45.0,34.0,16.0,13.0,3.0,6.0,102.0,577.0,56.0,994.0
2025-375,Montpellier,Hard,28.0,250,20250127,2.0,BG23,,Q,Nikoloz Basilashvili,R,185.0,GEO,32.928,K926,,,Mikhail Kukushkin,R,183.0,KAZ,37.09,6-3 3-6 5-0 RET,3,R32,104.0,8.0,1.0,71.0,38.0,30.0,17.0,12.0,2.0,4.0,8.0,0.0,69.0,38.0,22.0,16.0,11.0,4.0,8.0,178.0,323.0,112.0,541.0
2025-375,Montpellier,Hard,28.0,250,20250127,3.0,D0C1,,,Jesper de Jong,R,180.0,NED,24.66,HB64,,WC,Quentin Halys,R,191.0,FRA,28.255,7-6(7) 2-0 RET,3,R32,72.0,6.0,3.0,46.0,25.0,21.0,15.0,7.0,0.0,0.0,11.0,4.0,51.0,30.0,25.0,8.0,7.0,1.0,2.0,131.0,466.0,74.0,756.0
2025-375,Montpellier,Hard,28.0,250,20250127,4.0,GJ37,5.0,,Tallon Griekspoor,R,188.0,NED,28.572,V812,,,Botic van de Zandschulp,R,191.0,NED,29.317,7-5 6-3,3,R32,95.0,8.0,2.0,77.0,47.0,34.0,13.0,11.0,5.0,7.0,4.0,10.0,57.0,28.0,21.0,10.0,10.0,0.0,4.0,46.0,1190.0,84.0,672.0
2025-375,Montpellier,Hard,28.0,250,20250127,5.0,RC91,7.0,,Arthur Rinderknech,R,196.0,FRA,29.517,M0G4,,,Harold Mayot,R,180.0,FRA,22.979,7-6(2) 2-6 6-1,3,R32,130.0,16.0,7.0,106.0,61.0,48.0,21.0,14.0,14.0,16.0,5.0,1.0,75.0,51.0,41.0,11.0,13.0,1.0,3.0,61.0,924.0,130.0,472.0
2025-375,Montpellier,Hard,28.0,250,20250127,6.0,B0GG,,,Mattia Bellucci,L,175.0,ITA,23.658,PF39,,,Lucas Pouille,R,185.0,FRA,30.927,6-4 6-4,3,R32,100.0,8.0,1.0,70.0,40.0,34.0,14.0,10.0,10.0,10.0,6.0,5.0,69.0,34.0,31.0,11.0,10.0,7.0,9.0,98.0,605.0,104.0,575.0
2025-375,Montpellier,Hard,28.0,250,20250127,7.0,E865,,,Christopher Eubanks,R,201.0,USA,28.731,K0E6,,Q,Alibek Kachmazov,R,185.0,RUS,22.448,7-5 6-4,3,R32,80.0,8.0,1.0,62.0,47.0,38.0,6.0,11.0,3.0,4.0,4.0,1.0,61.0,38.0,26.0,11.0,11.0,1.0,4.0,111.0,548.0,199.0,299.0
2025-375,Montpellier,Hard,28.0,250,20250127,8.0,G628,,,Richard Gasquet,R,183.0,FRA,38.612,ME82,,,Adrian Mannarino,L,180.0,FRA,36.58,6-3 6-2,3,R32,75.0,4.0,3.0,48.0,28.0,26.0,11.0,9.0,0.0,0.0,1.0,2.0,56.0,36.0,22.0,9.0,8.0,3.0,6.0,132.0,460.0,108.0,561.0
2025-375,Montpellier,Hard,28.0,250,20250127,9.0,LB66,,Q,Constant Lestienne,R,180.0,FRA,32.682,CG80,,,Borna Coric,R,188.0,CRO,28.203,6-3 7-5,3,R32,98.0,2.0,2.0,62.0,42.0,33.0,10.0,11.0,1.0,2.0,7.0,0.0,61.0,41.0,29.0,8.0,10.0,2.0,5.0,177.0,323.0,103.0,575.0
2025-375,Montpellier,Hard,28.0,250,20250127,10.0,Y09V,8.0,,Yunchaokete Bu,R,185.0,CHN,23.023,AE14,,,Daniel Altmaier,R,188.0,GER,26.376,7-6(1) 6-3,3,R32,103.0,4.0,0.0,61.0,38.0,31.0,16.0,10.0,2.0,2.0,6.0,1.0,79.0,56.0,35.0,12.0,11.0,2.0,4.0,71.0,787.0,91.0,622.0
2025-375,Montpellier,Hard,28.0,250,20250127,11.0,C0H0,,,Arthur Cazaux,R,183.0,FRA,22.431,W367,,WC,Stan Wawrinka,R,183.0,SUI,39.836,6-4 6-3,3,R32,88.0,0.0,0.0,56.0,34.0,29.0,11.0,9.0,2.0,2.0,8.0,1.0,64.0,33.0,24.0,14.0,10.0,5.0,8.0,101.0,582.0,154.0,361.0
2025-375,Montpellier,Hard,28.0,250,20250127,12.0,KE73,,,Dominik Koepfer,L,180.0,GER,30.749,BK24,,WC,Gregoire Barrere,R,183.0,FRA,30.946,6-4 7-6(5),3,R32,95.0,6.0,2.0,81.0,52.0,42.0,10.0,11.0,7.0,9.0,2.0,4.0,64.0,37.0,25.0,15.0,11.0,0.0,3.0,118.0,515.0,144.0,406.0
2025-375,Montpellier,Hard,28.0,250,20250127,13.0,D0C1,,,Jesper de Jong,R,180.0,NED,24.66,C0E9,3.0,,Flavio Cobolli,R,183.0,ITA,22.73,6-3 7-6(2),3,R16,116.0,9.0,1.0,64.0,30.0,27.0,20.0,11.0,3.0,4.0,2.0,0.0,72.0,43.0,26.0,16.0,10.0,4.0,6.0,131.0,466.0,34.0,1392.0
2025-375,Montpellier,Hard,28.0,250,20250127,14.0,GJ37,5.0,,Tallon Griekspoor,R,188.0,NED,28.572,G628,,,Richard Gasquet,R,183.0,FRA,38.612,6-3 3-6 7-5,3,R16,123.0,18.0,2.0,97.0,68.0,51.0,15.0,15.0,8.0,9.0,11.0,3.0,85.0,49.0,40.0,19.0,15.0,3.0,5.0,46.0,1190.0,132.0,460.0
2025-375,Montpellier,Hard,28.0,250,20250127,15.0,BG23,,Q,Nikoloz Basilashvili,R,185.0,GEO,32.928,RC91,7.0,,Arthur Rinderknech,R,196.0,FRA,29.517,6-0 7-6(4),3,R16,97.0,7.0,1.0,66.0,42.0,29.0,14.0,9.0,3.0,4.0,7.0,3.0,72.0,47.0,28.0,8.0,9.0,4.0,8.0,178.0,323.0,61.0,924.0
2025-375,Montpellier,Hard,28.0,250,20250127,16.0,K0AZ,,Q,Aleksandar Kovacevic,R,183.0,USA,26.415,B0GG,,,Mattia Bellucci,L,175.0,ITA,23.658,7-5 7-6(5),3,R16,105.0,9.0,1.0,71.0,44.0,39.0,17.0,12.0,1.0,1.0,15.0,0.0,71.0,47.0,37.0,16.0,12.0,0.0,1.0,102.0,577.0,98.0,605.0
2025-375,Montpellier,Hard,28.0,250,20250127,17.0,RE44,1.0,WC,Andrey Rublev,R,188.0,RUS,27.272,E865,,,Christopher Eubanks,R,201.0,USA,28.731,6-4 6-3,3,R16,64.0,4.0,0.0,48.0,28.0,25.0,12.0,9.0,3.0,3.0,8.0,1.0,52.0,42.0,27.0,5.0,10.0,3.0,6.0,10.0,3130.0,111.0,548.0
2025-375,Montpellier,Hard,28.0,250,20250127,18.0,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,24.471,C0H0,,,Arthur Cazaux,R,183.0,FRA,22.431,6-4 7-6(5),3,R16,107.0,11.0,2.0,55.0,43.0,36.0,7.0,11.0,0.0,1.0,5.0,3.0,72.0,47.0,31.0,13.0,11.0,4.0,6.0,23.0,1855.0,101.0,582.0
2025-375,Montpellier,Hard,28.0,250,20250127,19.0,BK92,4.0,,Alexander Bublik,R,196.0,KAZ,27.614,KE73,,,Dominik Koepfer,L,180.0,GER,30.749,6-4 6-2,3,R16,70.0,10.0,5.0,59.0,41.0,31.0,9.0,9.0,3.0,4.0,1.0,2.0,53.0,31.0,22.0,8.0,9.0,2.0,6.0,39.0,1330.0,118.0,515.0
2025-375,Montpellier,Hard,28.0,250,20250127,20.0,Y09V,8.0,,Yunchaokete Bu,R,185.0,CHN,23.023,LB66,,Q,Constant Lestienne,R,180.0,FRA,32.682,6-2 6-1,3,R16,63.0,9.0,0.0,39.0,22.0,19.0,11.0,7.0,1.0,1.0,4.0,4.0,61.0,32.0,22.0,7.0,8.0,9.0,14.0,71.0,787.0,177.0,323.0
2025-375,Montpellier,Hard,28.0,250,20250127,21.0,RE44,1.0,WC,Andrey Rublev,R,188.0,RUS,27.272,BG23,,Q,Nikoloz Basilashvili,R,185.0,GEO,32.928,5-2 RET,3,QF,26.0,7.0,0.0,18.0,10.0,9.0,6.0,3.0,0.0,0.0,4.0,1.0,21.0,8.0,6.0,6.0,4.0,0.0,2.0,10.0,3130.0,178.0,323.0
2025-375,Montpellier,Hard,28.0,250,20250127,22.0,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,24.471,Y09V,8.0,,Yunchaokete Bu,R,185.0,CHN,23.023,6-3 6-4,3,QF,83.0,11.0,0.0,51.0,35.0,30.0,11.0,10.0,0.0,0.0,3.0,0.0,53.0,27.0,22.0,13.0,9.0,3.0,5.0,23.0,1855.0,71.0,787.0
2025-375,Montpellier,Hard,28.0,250,20250127,23.0,K0AZ,,Q,Aleksandar Kovacevic,R,183.0,USA,26.415,BK92,4.0,,Alexander Bublik,R,196.0,KAZ,27.614,6-3 6-2,3,QF,76.0,4.0,0.0,59.0,37.0,31.0,11.0,9.0,8.0,8.0,12.0,7.0,65.0,37.0,28.0,9.0,8.0,6.0,9.0,102.0,577.0,39.0,1330.0
2025-375,Montpellier,Hard,28.0,250,20250127,24.0,D0C1,,,Jesper de Jong,R,180.0,NED,24.66,GJ37,5.0,,Tallon Griekspoor,R,188.0,NED,28.572,7-6(5) 6-4,3,QF,106.0,8.0,1.0,80.0,55.0,44.0,14.0,11.0,6.0,6.0,12.0,3.0,68.0,43.0,35.0,14.0,11.0,2.0,3.0,131.0,466.0,46.0,1190.0
2025-375,Montpellier,Hard,28.0,250,20250127,25.0,K0AZ,,Q,Aleksandar Kovacevic,R,183.0,USA,26.415,RE44,1.0,WC,Andrey Rublev,R,188.0,RUS,27.272,7-5 6-4,3,SF,95.0,9.0,1.0,77.0,41.0,33.0,18.0,11.0,4.0,5.0,8.0,2.0,55.0,35.0,27.0,10.0,11.0,2.0,5.0,102.0,577.0,10.0,3130.0
2025-375,Montpellier,Hard,28.0,250,20250127,26.0,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,24.471,D0C1,,,Jesper de Jong,R,180.0,NED,24.66,6-4 7-6(4),3,SF,123.0,12.0,6.0,70.0,42.0,31.0,16.0,11.0,2.0,3.0,11.0,2.0,86.0,57.0,40.0,11.0,11.0,11.0,13.0,23.0,1855.0,131.0,466.0
2025-375,Montpellier,Hard,28.0,250,20250127,27.0,AG37,2.0,,Felix Auger-Aliassime,R,193.0,CAN,24.471,K0AZ,,Q,Aleksandar Kovacevic,R,183.0,USA,26.415,6-2 6-7(7) 7-6(2),3,F,159.0,19.0,1.0,105.0,78.0,61.0,17.0,16.0,1.0,1.0,7.0,2.0,99.0,60.0,44.0,26.0,16.0,1.0,3.0,23.0,1855.0,102.0,577.0
2025-M-DC-2025-QLS-M-SWE-ARG-01,Davis Cup QLS R1: SWE vs ARG,Hard,4.0,D,20250131,1.0,DH58,,,Alex de Minaur,R,183.0,AUS,25.955,Y268,,,Mikael Ymer,R,185.0,SWE,26.396,7-5 6-1,3,RR,,,,,,,,,,,,,,,,,,,,8.0,3735.0,,
2025-M-DC-2025-QLS-M-SWE-ARG-01,Davis Cup QLS R1: SWE vs ARG,Hard,4.0,D,20250131,2.0,V832,,,Aleksandar Vukic,R,188.0,AUS,28.821,B0JG,,,Leo Borg,R,183.0,SWE,21.717,6-4 6-4,3,RR,,,,,,,,,,,,,,,,,,,,66.0,868.0,484.0,82.0
2025-M-DC-2025-QLS-M-SWE-ARG-01,Davis Cup QLS R1: SWE vs ARG,Hard,4.0,D,20250131,3.0,B0JG,,,Leo Borg,R,183.0,SWE,21.717,PC96,,,John Peers,R,188.0,AUS,36.52,7-5 6-4,3,RR,,,,,,,,,,,,,,,,,,,,484.0,82.0,,
2025-M-DC-2025-QLS-M-CAN-HUN-01,Davis Cup QLS R1: CAN vs HUN,Hard,4.0,D,20250131,1.0,M0CI,,,Fabian Marozsan,R,193.0,HUN,25.317,GK06,,,Alexis Galarneau,R,180.0,CAN,25.919,6-3 3-6 6-3,3,RR,,,,,,,,,,,,,,,,,,,,58.0,960.0,176.0,326.0
